site_name,site_id,circuit_purpose,dsr_provider,dsr_speed,dsr_cost,dsr_ip,meraki_wan1_provider,wan1_ip,wan1_arin_provider,meraki_wan2_provider,wan2_ip,wan2_arin_provider,current_match,normalized_dsr_provider,normalized_wan1_arin,normalized_wan2_arin,wan1_arin_matches_dsr,wan2_arin_matches_dsr
TXC 08,TXC 08,Primary,Spectrum,600.0M x 35.0M,172.23,150.220.207.254,Spectrum,150.220.207.254,Charter Communications,AT&T Broadband II,108.224.182.25,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXC 08,TXC 08 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.224.182.25,Spectrum,150.220.207.254,Charter Communications,AT&T Broadband II,108.224.182.25,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXC 09,TXC 09,Primary,Spectrum,600.0M x 35.0M,244.45,97.77.33.182,Spectrum,97.77.33.182,Charter Communications,AT&T Broadband II,75.30.147.249,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXC 09,TXC 09 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,75.30.147.249,Spectrum,97.77.33.182,Charter Communications,AT&T Broadband II,75.30.147.249,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXC 10,TXC 10,Primary,Spectrum,600.0M x 35.0M,244.45,67.78.39.94,Spectrum,67.78.39.94,Charter Communications,AT&T Cell,192.168.2.135,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXC 11,TXC 11,Primary,Altice,500.0M x 50.0M,212.77,66.76.46.54,Altice,192.168.1.91,Private IP,EB2-CableOne Cable,174.126.248.98,"CABLE ONE, INC.",WAN1,altice,private,cable,No,No
TXC 11,TXC 11- B,Secondary,EB2-CableOne Cable,150.0M x 15.0M,207.00,174.126.248.98,Altice,192.168.1.91,Private IP,EB2-CableOne Cable,174.126.248.98,"CABLE ONE, INC.",WAN2,eb2-cableone,private,cable,No,No
TXC 12,TXC 12,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.237.84.57,AT&T Broadband II,162.237.84.57,AT&T,Spectrum,65.26.42.154,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXC 12,TXC 12 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,65.26.42.154,AT&T Broadband II,162.237.84.57,AT&T,Spectrum,65.26.42.154,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXC 13,TXC 13,Primary,Spectrum,600.0M x 35.0M,172.23,150.220.139.18,Spectrum,150.220.139.18,Charter Communications,AT&T Broadband II,172.124.223.113,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXC 13,TXC 13 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,172.124.223.113,Spectrum,150.220.139.18,Charter Communications,AT&T Broadband II,172.124.223.113,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXC 14,TXC 14,Primary,Spectrum,940.0M x 35.0M,355.56,71.78.5.110,Spectrum,71.78.5.110,Charter Communications,AT&T Broadband II,104.186.80.65,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXC 14,TXC 14 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.186.80.65,Spectrum,71.78.5.110,Charter Communications,AT&T Broadband II,104.186.80.65,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXC 15,TXC 15,Primary,Spectrum,600.0M x 35.0M,244.45,97.79.174.186,Spectrum,97.79.174.186,MITEL,EB2-CableOne Cable,192.24.123.230,New Wave Communications,WAN1,spectrum,mitel,new,No,No
TXC 15,TXC 15 -B,Secondary,EB2-CableOne Cable,300.0M x 30.0M,335.00,192.24.123.230,Spectrum,97.79.174.186,MITEL,EB2-CableOne Cable,192.24.123.230,New Wave Communications,WAN2,eb2-cableone,mitel,new,No,No
TXC 16,TXC 16,Primary,Altice,500.0M x 50.0M,212.77,208.180.237.252,Altice,208.180.237.252,Optimum,AT&T Broadband II,104.51.132.169,AT&T,WAN1,altice,optimum,at&t,No,No
TXC 16,TXC 16 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.51.132.169,Altice,208.180.237.252,Optimum,AT&T Broadband II,104.51.132.169,AT&T,WAN2,at&t,optimum,at&t,No,Yes
TXC 17,TXC 17,Primary,Spectrum,600.0M x 35.0M,244.45,98.6.81.222,Spectrum,98.6.81.222,Charter Communications,AT&T Broadband II,45.19.179.233,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXC 17,TXC 17 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,45.19.179.233,Spectrum,98.6.81.222,Charter Communications,AT&T Broadband II,45.19.179.233,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXC 18,TXC 18,Primary,Spectrum,600.0M x 35.0M,244.45,50.84.207.42,AT&T Broadband II,108.80.71.65,AT&T,Spectrum,50.84.207.42,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXC 18,TXC 18 -B,Secondary,AT&T Broadband II,1000.0M x 200.0M,165.00,108.80.71.65,AT&T Broadband II,108.80.71.65,AT&T,Spectrum,50.84.207.42,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXC 19,TXC 19,Primary,Spectrum,600.0M x 35.0M,244.45,67.78.88.118,Vexus,38.158.148.28,Vexus Fiber,Spectrum,67.78.88.118,Charter Communications,WAN2,spectrum,vexus,spectrum,No,Yes
TXC 19,TXC 19 -B,Secondary,Vexus,300.0M x 300.0M,149.95,38.158.148.28,Vexus,38.158.148.28,Vexus Fiber,Spectrum,67.78.88.118,Charter Communications,WAN1,vexus,vexus,spectrum,Yes,No
TXC 20,TXC 20,Primary,Spectrum,600.0M x 35.0M,244.45,98.6.101.62,Spectrum,98.6.101.62,Charter Communications,AT&T Broadband II,68.94.190.177,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXC 20,TXC 20 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,68.94.190.177,Spectrum,98.6.101.62,Charter Communications,AT&T Broadband II,68.94.190.177,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXC 21,TXC 21,Primary,Spectrum,600.0M x 35.0M,172.23,98.6.130.254,Big Bend Telephone,159.117.61.10,"Big Bend Telephone Company, Inc.",Spectrum,98.6.130.254,Charter Communications,WAN2,spectrum,big,spectrum,No,Yes
TXC 21,TXC 21 -B,Secondary,Big Bend Telephone,1000.0M x 1000.0M,173.95,159.117.61.10,Big Bend Telephone,159.117.61.10,"Big Bend Telephone Company, Inc.",Spectrum,98.6.130.254,Charter Communications,WAN1,big,big,spectrum,Yes,No
TXD 01,TXD 01,Primary,Spectrum,600.0M x 35.0M,244.45,47.51.226.222,Spectrum,47.51.226.222,Charter Communications,AT&T Broadband II,162.196.225.33,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 01,TXD 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.196.225.33,Spectrum,47.51.226.222,Charter Communications,AT&T Broadband II,162.196.225.33,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 02,TXD 02,Primary,Spectrum,600.0M x 35.0M,172.23,98.6.216.154,Spectrum,98.6.216.154,Charter Communications,AT&T Broadband II,162.196.224.113,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 02,TXD 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.196.224.113,Spectrum,98.6.216.154,Charter Communications,AT&T Broadband II,162.196.224.113,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 04,TXD 04,Primary,Spectrum,600.0M x 35.0M,244.45,172.87.144.182,Spectrum,192.168.1.103,Private IP,AT&T Broadband II,104.187.167.97,AT&T,WAN1,spectrum,private,at&t,No,No
TXD 04,TXD 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.187.167.97,Spectrum,192.168.1.103,Private IP,AT&T Broadband II,104.187.167.97,AT&T,WAN2,at&t,private,at&t,No,Yes
TXD 05,TXD 05,Primary,Spectrum,940.0M x 35.0M,355.56,70.118.1.50,Spectrum,70.118.1.50,Charter Communications,VZW Cell,192.168.0.151,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 06,TXD 06,Primary,Spectrum,600.0M x 35.0M,244.45,70.92.57.110,Spectrum,70.92.57.110,Charter Communications,AT&T Broadband II,162.233.193.81,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 06,TXD 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.233.193.81,Spectrum,70.92.57.110,Charter Communications,AT&T Broadband II,162.233.193.81,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 08,TXD 08,Primary,Spectrum,600.0M x 35.0M,244.45,98.6.82.238,Spectrum,98.6.82.238,Charter Communications,EB2-Frontier Fiber,192.168.254.12,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 08,TXD 08 -B,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,245.00,47.190.40.171,Spectrum,98.6.82.238,Charter Communications,EB2-Frontier Fiber,192.168.254.12,Private IP,WAN2,frontier,spectrum,private,No,No
TXD 09,TXD 09,Primary,Spectrum,600.0M x 35.0M,244.45,98.6.152.90,Spectrum,98.6.152.90,Charter Communications,AT&T Broadband II,162.196.230.233,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 09,TXD 09 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.196.230.233,Spectrum,98.6.152.90,Charter Communications,AT&T Broadband II,162.196.230.233,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 10,TXD 10,Primary,Spectrum,600.0M x 35.0M,172.23,98.6.216.146,Spectrum,98.6.216.146,Charter Communications,AT&T Broadband II,75.19.30.217,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 10,TXD 10 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,75.19.30.217,Spectrum,98.6.216.146,Charter Communications,AT&T Broadband II,75.19.30.217,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 11,TXD 11,Primary,Spectrum,940.0M x 35.0M,355.56,71.15.97.230,AT&T Broadband II,104.48.98.249,AT&T,Spectrum,71.15.97.230,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 11,TXD 11- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.48.98.249,AT&T Broadband II,104.48.98.249,AT&T,Spectrum,71.15.97.230,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 12,TXD 12,Primary,Spectrum,600.0M x 35.0M,244.45,47.51.235.182,Spectrum,47.51.235.182,Charter Communications,AT&T Broadband II,99.190.48.145,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 12,TXD 12 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.190.48.145,Spectrum,47.51.235.182,Charter Communications,AT&T Broadband II,99.190.48.145,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 13,TXD 13,Primary,Spectrum,600.0M x 35.0M,244.45,97.79.245.62,Spectrum,97.79.245.62,Charter Communications,AT&T Broadband II,104.181.218.233,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 13,TXD 13 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.181.218.233,Spectrum,97.79.245.62,Charter Communications,AT&T Broadband II,104.181.218.233,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 15,TXD 15,Primary,Spectrum,300.0M x 20.0M,207.45,97.77.110.30,Spectrum,97.77.110.30,Charter Communications,VZW Cell,192.168.0.151,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 17,TXD 17,Primary,Spectrum,600.0M x 35.0M,172.23,150.220.200.254,Spectrum,150.220.200.254,Charter Communications,AT&T Broadband II,75.19.31.89,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 17,TXD 17 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,75.19.31.89,Spectrum,150.220.200.254,Charter Communications,AT&T Broadband II,75.19.31.89,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 18,TXD 18,Primary,Spectrum,600.0M x 35.0M,172.23,71.42.251.182,Spectrum,71.42.251.182,Charter Communications,AT&T Broadband II,162.233.199.105,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 18,TXD 18 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.233.199.105,Spectrum,71.42.251.182,Charter Communications,AT&T Broadband II,162.233.199.105,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 19,TXD 19,Primary,Spectrum,600.0M x 35.0M,172.23,150.220.200.230,Spectrum,150.220.200.230,Charter Communications,AT&T Broadband II,172.125.10.153,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 19,TXD 19 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,172.125.10.153,Spectrum,150.220.200.230,Charter Communications,AT&T Broadband II,172.125.10.153,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 20,TXD 20,Primary,Spectrum,600.0M x 35.0M,244.45,98.6.60.226,Spectrum,98.6.60.226,Charter Communications,Accelerated AT&T,192.168.2.165,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 22,TXD 22,Primary,Spectrum,600.0M x 35.0M,172.23,70.118.0.218,AT&T Broadband II,162.201.89.89,AT&T,Spectrum,70.118.0.218,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 22,TXD 22- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.201.89.89,AT&T Broadband II,162.201.89.89,AT&T,Spectrum,70.118.0.218,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 23,TXD 23,Primary,Spectrum,600.0M x 35.0M,172.23,67.79.29.210,Spectrum,67.79.29.210,Charter Communications,VZW Cell,192.168.0.151,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 25,TXD 25,Primary,Spectrum,600.0M x 35.0M,244.45,98.6.174.166,Spectrum,98.6.174.166,Charter Communications,VZW Cell,192.168.2.107,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 26,TXD 26,Primary,Spectrum,600.0M x 35.0M,244.45,67.48.52.214,AT&T Broadband II,108.90.222.89,AT&T,Spectrum,67.48.52.214,Charter Communications Inc,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 26,TXD 26 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.90.222.89,AT&T Broadband II,108.90.222.89,AT&T,Spectrum,67.48.52.214,Charter Communications Inc,WAN1,at&t,at&t,spectrum,Yes,No
TXD 28,TXD 28,Primary,Spectrum,600.0M x 35.0M,244.45,98.6.99.58,Spectrum,162.205.143.25,AT&T,Spectrum,98.6.99.58,Charter Communications,WAN1,spectrum,at&t,spectrum,No,Yes
TXD 28,TXD 28 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,NaN,Spectrum,162.205.143.25,AT&T,Spectrum,98.6.99.58,Charter Communications,No Match,at&t,at&t,spectrum,Yes,No
TXD 29,TXD 29,Primary,Spectrum,600.0M x 35.0M,172.23,71.41.187.58,Spectrum,71.41.187.58,Charter Communications,AT&T Broadband II,70.133.160.65,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 29,TXD 29 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,70.133.160.65,Spectrum,71.41.187.58,Charter Communications,AT&T Broadband II,70.133.160.65,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 30,TXD 30,Primary,Spectrum,600.0M x 35.0M,244.45,70.118.80.222,Spectrum,70.118.80.222,Charter Communications,AT&T Broadband II,104.176.60.177,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 30,TXD 30 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.176.60.177,Spectrum,70.118.80.222,Charter Communications,AT&T Broadband II,104.176.60.177,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 31,TXD 31,Primary,Spectrum,600.0M x 35.0M,244.45,98.6.82.122,Spectrum,98.6.82.122,Charter Communications,AT&T Cell,192.168.2.143,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 32,TXD 32,Primary,Spectrum,600.0M x 35.0M,172.23,150.220.131.242,Spectrum,150.220.131.242,Charter Communications,AT&T Broadband II,104.54.183.161,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 32,TXD 32 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.54.183.161,Spectrum,150.220.131.242,Charter Communications,AT&T Broadband II,104.54.183.161,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 33,TXD 33,Primary,Spectrum,600.0M x 35.0M,244.45,97.105.4.198,Spectrum,192.168.1.4,Private IP,,,,WAN1,spectrum,private,,No,No
TXD 33,TXD 33 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,71.138.16.1,Spectrum,192.168.1.4,Private IP,,,,No Match,at&t,private,,No,No
TXD 34,TXD 34,Primary,Spectrum,600.0M x 35.0M,244.45,70.113.250.14,Spectrum,70.113.250.14,Charter Communications,Digi,192.168.2.235,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 35,TXD 35,Primary,Spectrum,600.0M x 35.0M,172.23,150.220.135.46,Spectrum,150.220.135.46,Charter Communications,AT&T Broadband II,108.204.140.137,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 35,TXD 35 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.204.140.137,Spectrum,150.220.135.46,Charter Communications,AT&T Broadband II,108.204.140.137,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 36,TXD 36,Primary,Spectrum,600.0M x 35.0M,244.45,97.77.228.22,Spectrum,97.77.228.22,Charter Communications,VZW Cell,192.168.0.151,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 37,TXD 37,Primary,Spectrum,940.0M x 35.0M,355.56,67.78.38.74,Spectrum,67.78.38.74,Charter Communications,AT&T Broadband II,104.48.96.81,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 37,TXD 37 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.48.96.81,Spectrum,67.78.38.74,Charter Communications,AT&T Broadband II,104.48.96.81,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 38,TXD 38,Primary,Spectrum,600.0M x 35.0M,244.45,98.6.99.74,AT&T Broadband II,162.205.143.57,AT&T,Spectrum,98.6.99.74,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 38,TXD 38- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.205.143.57,AT&T Broadband II,162.205.143.57,AT&T,Spectrum,98.6.99.74,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 39,TXD 39,Primary,Spectrum,600.0M x 35.0M,244.45,96.39.208.102,Spectrum,96.39.208.102,Charter Communications,AT&T Broadband II,104.11.154.161,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 39,TXD 39 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.11.154.161,Spectrum,96.39.208.102,Charter Communications,AT&T Broadband II,104.11.154.161,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 40,TXD 40,Primary,Spectrum,940.0M x 35.0M,355.56,68.187.35.114,AT&T Broadband II,108.77.50.201,AT&T,Spectrum,68.187.35.114,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 40,TXD 40- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.77.50.201,AT&T Broadband II,108.77.50.201,AT&T,Spectrum,68.187.35.114,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 41,TXD 41,Primary,Spectrum,600.0M x 35.0M,244.45,47.51.237.26,Spectrum,47.51.237.26,Charter Communications,AT&T Broadband II,108.204.139.97,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 41,TXD 41 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.204.139.97,Spectrum,47.51.237.26,Charter Communications,AT&T Broadband II,108.204.139.97,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 42,TXD 42,Primary,Spectrum,600.0M x 35.0M,172.23,172.87.130.182,AT&T Broadband II,99.89.26.241,AT&T,Spectrum,172.87.130.182,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 42,TXD 42 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.89.26.241,AT&T Broadband II,99.89.26.241,AT&T,Spectrum,172.87.130.182,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 43,TXD 43,Primary,Spectrum,600.0M x 35.0M,244.45,70.113.241.58,Spectrum,70.113.241.58,Charter Communications,VZW Cell,192.168.0.151,Private IP,WAN1,spectrum,spectrum,private,Yes,No
TXD 44,TXD 44,Primary,Spectrum,940.0M x 35.0M,355.56,137.27.187.202,AT&T Broadband II,75.19.29.57,AT&T,Spectrum,137.27.187.202,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 44,TXD 44 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,75.19.29.57,AT&T Broadband II,75.19.29.57,AT&T,Spectrum,137.27.187.202,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 45,TXD 45,Primary,Spectrum,600.0M x 35.0M,244.45,72.129.168.226,AT&T Broadband II,108.204.140.177,AT&T,Spectrum,72.129.168.226,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 45,TXD 45 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.204.140.177,AT&T Broadband II,108.204.140.177,AT&T,Spectrum,72.129.168.226,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 46,TXD 46,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.204.136.209,AT&T Broadband II,108.204.136.209,AT&T,Spectrum,68.113.204.218,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 46,TXD 46 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,68.113.204.218,AT&T Broadband II,108.204.136.209,AT&T,Spectrum,68.113.204.218,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 47,TXD 47,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,107.132.155.129,AT&T Broadband II,107.132.155.129,AT&T,Longview Cable,206.255.246.253,Longview Cable TV,WAN1,at&t,at&t,longview,Yes,No
TXD 47,TXD 47 -B,Secondary,Longview Cable,500.0M x 30.0M,169.95,206.255.246.253,AT&T Broadband II,107.132.155.129,AT&T,Longview Cable,206.255.246.253,Longview Cable TV,WAN2,longview,at&t,longview,No,Yes
TXD 48,TXD 48,Primary,Spectrum,600.0M x 35.0M,244.45,108.178.99.34,Spectrum,108.178.99.34,Charter Communications,AT&T Broadband II,172.10.201.17,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 48,TXD 48 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,172.10.201.17,Spectrum,108.178.99.34,Charter Communications,AT&T Broadband II,172.10.201.17,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 50,TXD 50,Primary,Spectrum,600.0M x 35.0M,244.45,71.40.111.46,Private Customer - AT&T Internet Services,107.143.177.97,AT&T,Charter Communications Inc,71.40.111.46,Charter Communications,No Match,spectrum,at&t,spectrum,No,Yes
TXD 50,TXD 50 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.143.177.97,Private Customer - AT&T Internet Services,107.143.177.97,AT&T,Charter Communications Inc,71.40.111.46,Charter Communications,No Match,at&t,at&t,spectrum,Yes,No
TXD 51,TXD 51,Primary,Spectrum,600.0M x 35.0M,244.45,24.178.208.158,AT&T Broadband II,104.187.163.33,AT&T,Spectrum,24.178.208.158,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 51,TXD 51 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.187.163.33,AT&T Broadband II,104.187.163.33,AT&T,Spectrum,24.178.208.158,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 52,TXD 52,Primary,Spectrum,600.0M x 35.0M,172.23,72.129.172.250,Spectrum,72.129.172.250,Charter Communications,AT&T Broadband II,45.25.209.185,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 52,TXD 52 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,45.25.209.185,Spectrum,72.129.172.250,Charter Communications,AT&T Broadband II,45.25.209.185,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 54,TXD 54,Primary,Spectrum,600.0M x 35.0M,244.45,24.240.248.154,Spectrum,24.240.248.154,Charter Communications,AT&T Broadband II,108.90.221.41,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 54,TXD 54 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.90.221.41,Spectrum,24.240.248.154,Charter Communications,AT&T Broadband II,108.90.221.41,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 55,TXD 55,Primary,Spectrum,600.0M x 35.0M,244.45,24.153.245.106,,70.118.8.58,Charter Communications,VZW Cell,192.168.0.151,Private IP,No Match,spectrum,spectrum,private,Yes,No
TXD 56,TXD 56,Primary,Spectrum,940.0M x 35.0M,355.56,24.178.216.26,Spectrum,24.178.216.26,Charter Communications,AT&T Broadband II,75.51.221.137,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 56,TXD 56 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,75.51.221.137,Spectrum,24.178.216.26,Charter Communications,AT&T Broadband II,75.51.221.137,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 57,TXD 57,Primary,Spectrum,600.0M x 35.0M,244.45,67.78.106.150,Spectrum,72.183.9.110,Charter Communications,AT&T Broadband II,162.205.143.49,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
TXD 57,TXD 57 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.205.143.49,Spectrum,72.183.9.110,Charter Communications,AT&T Broadband II,162.205.143.49,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
TXD 58,TXD 58,Primary,Spectrum,600.0M x 35.0M,244.45,24.242.180.146,AT&T Broadband II,99.29.137.201,AT&T,Spectrum,24.242.180.146,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
TXD 58,TXD 58 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.29.137.201,AT&T Broadband II,99.29.137.201,AT&T,Spectrum,24.242.180.146,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
TXD 59,TXD 59,Primary,Spectrum,600.0M x 35.0M,244.45,137.27.189.6,Spectrum,137.27.189.6,Charter Communications,EB2-Frontier Fiber,47.190.164.252,Frontier Communications,WAN1,spectrum,spectrum,frontier,Yes,No
TXD 59,TXD 59 -B,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,245.00,47.190.164.252,Spectrum,137.27.189.6,Charter Communications,EB2-Frontier Fiber,47.190.164.252,Frontier Communications,WAN2,frontier,spectrum,frontier,No,Yes
TXD 60,TXD 60,Primary,Spectrum Business,500.0M x 500.0M,1199.00,98.6.198.210,Spectrum Business,98.6.198.210,Charter Communications,Verizon Business,166.168.184.68,Verizon,WAN1,spectrum,spectrum,verizon,Yes,No
