Site Name,Circuit Purpose,Status,IP Address,Circuits Table Provider,Circuits Table Speed,Enriched Network Name,Enriched Provider,Enriched Speed,DSR Provider,DSR Speed,Has Meraki Notes,Notes Preview
AZP 23,Primary,Enabled,98.172.81.76,Cox Business/BOI,300.0M x 30.0M,AZP 23,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business/BOI
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZP 23,Secondary,Order Canceled,NaN,NaN,,AZP 23,Digi,Cell,,,Yes,"WAN 1
Cox Business/BOI
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZP 24,Primary,Enabled,72.212.133.26,Cox Business/BOI,300.0M x 30.0M,AZP 24,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business/BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
AZP 24,Secondary,Enabled,65.103.195.249,EB2-Centurylink DSL,100.0M x 10.0M,AZP 24,EB2-Centurylink DSL,100.0M x 10.0M,EB2-Centurylink DSL,100.0M x 10.0M,Yes,"WAN 1
Cox Business/BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
AZP 25,Primary,Enabled,98.174.253.101,Cox Business/BOI,300.0M x 30.0M,AZP 25,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
100.0M x 20.0M
WAN 2
VZW Cell
Cell..."
AZP 25,Secondary,No Service Available,NaN,NSA,,AZP 25,VZW Cell,Cell,,,Yes,"WAN 1
Cox Business BOI
100.0M x 20.0M
WAN 2
VZW Cell
Cell..."
AZP 26,Primary,Enabled,70.175.19.222,Cox Business/BOI,300.0M x 30.0M,AZP 26,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
AZP 26,Secondary,Enabled,216.161.167.41,EB2-Centurylink DSL,100.0M x 10.0M,AZP 26,EB2-Centurylink DSL,100.0M x 10.0M,EB2-Centurylink DSL,100.0M x 10.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
AZP 27,Primary,Enabled,68.14.223.218,Cox Business/BOI,300.0M x 30.0M,AZP 27,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
CenturyLink
40.0M x 20.0M..."
AZP 27,Secondary,Enabled,65.101.24.225,CenturyLink/Qwest,40.0M x 20.0M,AZP 27,CenturyLink,40.0M x 20.0M,CenturyLink/Qwest,40.0M x 20.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
CenturyLink
40.0M x 20.0M..."
AZP 28,Primary,Enabled,98.174.246.37,Cox Business/BOI,500.0M x 50.0M,AZP 28,Cox Business/BOI,500.0M x 50.0M,Cox Business/BOI,500.0M x 50.0M,Yes,"WAN 1
Cox Business BOI
500.0M x 50.0M
WAN 2
CenturyLink
140.0M x 20.0M..."
AZP 28,Secondary,Enabled,63.228.128.81,CenturyLink/Qwest,140.0M x 20.0M,AZP 28,CenturyLink,140.0M x 20.0M,CenturyLink/Qwest,140.0M x 20.0M,Yes,"WAN 1
Cox Business BOI
500.0M x 50.0M
WAN 2
CenturyLink
140.0M x 20.0M..."
AZP 29,Primary,Enabled,184.187.210.108,Cox Business/BOI,300.0M x 30.0M,AZP 29,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business/BOI
300.0M x 30.0M
WAN 2
EB2-Lumen DSL
140.0M x 20.0M..."
AZP 29,Secondary,Enabled,67.40.65.73,EB2-Lumen DSL,140.0M x 20.0M,AZP 29,EB2-Lumen DSL,140.0M x 20.0M,EB2-Lumen DSL,140.0M x 20.0M,Yes,"WAN 1
Cox Business/BOI
300.0M x 30.0M
WAN 2
EB2-Lumen DSL
140.0M x 20.0M..."
AZP 30,Primary,Enabled,72.215.195.100,Cox Business/BOI,300.0M x 30.0M,AZP 30,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
AZP 30,Secondary,Enabled,216.161.167.57,EB2-Centurylink DSL,100.0M x 10.0M,AZP 30,EB2-Centurylink DSL,100.0M x 10.0M,EB2-Centurylink DSL,100.0M x 10.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
AZP 31,Primary,Enabled,24.250.117.149,Cox Business/BOI,300.0M x 30.0M,AZP 31,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 31,Secondary,No Service Available,NaN,NSA,,AZP 31,VZW Cell,Cell,,,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 32,Primary,Enabled,184.187.215.58,Cox Business/BOI,300.0M x 30.0M,AZP 32,Cox Communications,200.0M x 20.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
200.0M x 20.0M
WAN 2
VZW Cell
Cell..."
AZP 32,Secondary,No Service Available,NaN,NSA,750.0M x 35.0M,AZP 32,VZW Cell,Cell,,,Yes,"WAN 1
Cox Communications
200.0M x 20.0M
WAN 2
VZW Cell
Cell..."
AZP 33,Primary,Enabled,72.212.138.164,Cox Business/BOI,300.0M x 30.0M,AZP 33,Cox Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 33,Secondary,Order Canceled,NaN,NaN,,AZP 33,VZW Cell,Cell,,,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 34,Primary,Enabled,70.175.19.221,Cox Business/BOI,300.0M x 30.0M,AZP 34,Cox Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Starlink
Satellite..."
AZP 34,Secondary,Order Canceled,NaN,NaN,,AZP 34,Starlink,Satellite,,,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Starlink
Satellite..."
AZP 35,Primary,Enabled,184.188.109.66,Cox Business/BOI,300.0M x 30.0M,AZP 35,Cox Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Verizon Business..."
AZP 35,Secondary,No Service Available,NaN,NSA,,AZP 35,Verizon Business,Cell,,,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Verizon Business..."
AZP 36,Primary,Enabled,NaN,Wyyerd Fiber,2000.0M x 2000.0M,AZP 36,Wyyerd Fiber,2000.0M x 2000.0M,Wyyerd Fiber,2000.0M x 2000.0M,Yes,"WAN 1
Wyyerd Fiber
2000.0M x 2000.0M
WAN 2
Starlink
Satellite..."
AZP 36,Secondary,Order Canceled,NaN,Cox Business/BOI,300.0M x 30.0M,AZP 36,Starlink,Satellite,,,Yes,"WAN 1
Wyyerd Fiber
2000.0M x 2000.0M
WAN 2
Starlink
Satellite..."
AZP 37,Primary,Enabled,68.14.208.68,Cox Business/BOI,300.0M x 30.0M,AZP 37,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
CenturyLink
100.0M x 10.0M..."
AZP 37,Secondary,Enabled,65.101.37.57,CenturyLink/Qwest ,100.0M x 10.0M,AZP 37,CenturyLink,60.0M x 5.0M,CenturyLink/Qwest ,100.0M x 10.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
CenturyLink
100.0M x 10.0M..."
AZP 38,Primary,Enabled,98.190.138.162,Cox Business/BOI,300.0M x 30.0M,AZP 38,Cox Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZP 38,Secondary,Order Canceled,NaN,EB2-Lumen DSL,80.0M x 10.0M,AZP 38,Digi,Cell,,,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZP 39,Primary,Enabled,98.190.130.72,Cox Business/BOI,300.0M x 30.0M,AZP 39,Cox Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZP 39,Secondary,No Service Available,NaN,NSA,,AZP 39,Digi,Cell,,,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZP 41,Primary,No Service Available,NaN,NSA,,AZP 41,AT&T,20.0M x 20.0M,,,Yes,"WAN 1
AT&T
20.0M x 20.0M
WAN 2
Starlink
Satellite..."
AZP 42,Primary,Enabled,24.249.183.88,Cox Business/BOI,300.0M x 30.0M,AZP 42,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 20.0M
WAN 2
Digi
Cell..."
AZP 42,Secondary,Order Canceled,NaN,NaN,,AZP 42,Digi,Cell,,,Yes,"WAN 1
Cox Business BOI
300.0M x 20.0M
WAN 2
Digi
Cell..."
AZP 43,Primary,Enabled,24.250.112.162,Cox Business/BOI,300.0M x 30.0M,AZP 43,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
CenturyLink
80.0M x 10.0M..."
AZP 43,Secondary,Enabled,63.226.59.241,CenturyLink ,80.0M x 10.0M,AZP 43,CenturyLink,80.0M x 10.0M,CenturyLink ,80.0M x 10.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
CenturyLink
80.0M x 10.0M..."
AZP 44,Primary,Order Canceled,NaN,Cox Business/BOI,100.0M x 20.0M,AZP 44,CenturyLink,100.0M x 10.0M,,,Yes,"WAN 1
CenturyLink
100.0M x 10.0M
WAN 2
Digi
Cell..."
AZP 44,Secondary,Enabled,63.226.63.17,CenturyLink/Embarq,100.0M x 10.0M,AZP 44,Digi,Cell,CenturyLink/Embarq,100.0M x 10.0M,Yes,"WAN 1
CenturyLink
100.0M x 10.0M
WAN 2
Digi
Cell..."
AZP 45,Primary,Enabled,184.188.208.14,Cox Business/BOI,300.0M x 30.0M,AZP 45,Cox Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Starlink
Satellite..."
AZP 45,Secondary,No Service Available,NaN,NSA,,AZP 45,Starlink,Satellite,,,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Starlink
Satellite..."
AZP 46,Primary,Enabled,98.191.115.174,Cox Business/BOI,300.0M x 30.0M,AZP 46,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
140.0M x 20.0M..."
AZP 46,Secondary,Enabled,216.161.165.105,EB2-Centurylink DSL,140.0M x 20.0M,AZP 46,EB2-Centurylink DSL,140.0M x 20.0M,EB2-Centurylink DSL,140.0M x 20.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
140.0M x 20.0M..."
AZP 47,Primary,Enabled,24.250.126.108,Cox Business/BOI,300.0M x 50.0M,AZP 47,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 50.0M,Yes,"WAN 1
Cox Business/BOI
300.0M x 50.0M
WAN 2
CenturyLink
10.0M x 1.0M..."
AZP 48,Primary,Enabled,98.174.240.92,Cox Business/BOI,300.0M x 30.0M,AZP 48,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 48,Secondary,Order Canceled,NaN,EB2-Lumen DSL,80.0M x 10.0M,AZP 48,VZW Cell,Cell,,,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 49,Primary,Enabled,65.101.21.49,CenturyLink/Qwest,12.0M x 2.0M,AZP 49,CenturyLink,12.0M x 2.0M,CenturyLink/Qwest,12.0M x 2.0M,Yes,"WAN 1
CenturyLink
12.0M x 2.0M
WAN 2
Digi
Cell..."
AZP 49,Secondary,No Service Available,NaN,NSA,,AZP 49,Digi,Cell,,,Yes,"WAN 1
CenturyLink
12.0M x 2.0M
WAN 2
Digi
Cell..."
AZP 50,Primary,Enabled,72.212.146.133,Cox Business/BOI,300.0M x 30.0M,AZP 50,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 2
Verizon Business..."
AZP 50,Secondary,No Service Available,NaN,NSA,,AZP 50,Verizon Business,Cell,,,Yes,"WAN 2
Verizon Business..."
AZP 51,Primary,Enabled,174.79.51.123,Cox Business/BOI,300.0M x 30.0M,AZP 51,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 51,Secondary,Order Canceled,NaN,NaN,,AZP 51,VZW Cell,Cell,,,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 53,Primary,Enabled,72.212.135.50,Cox Business/BOI,300.0M x 30.0M,AZP 53,Cox Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZP 53,Secondary,Order Canceled,NaN,NaN,,AZP 53,Digi,Cell,,,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZP 54,Primary,Enabled,174.66.126.100,Cox Business/BOI,300.0M x 30.0M,AZP 54,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business/BOI
300.0M x 30.0M
WAN 2
CenturyLink/Qwest
100.0M x 10.0M..."
AZP 54,Secondary,Enabled,216.161.165.161,CenturyLink/Qwest,100.0M x 10.0M,AZP 54,CenturyLink/Qwest,100.0M x 10.0M,CenturyLink/Qwest,100.0M x 10.0M,Yes,"WAN 1
Cox Business/BOI
300.0M x 30.0M
WAN 2
CenturyLink/Qwest
100.0M x 10.0M..."
AZP 55,Primary,Enabled,204.132.235.26,CenturyLink Fiber Plus,500.0M x 500.0M,AZP 55,CenturyLink,500.0M x 500.0M,CenturyLink Fiber Plus,500.0M x 500.0M,Yes,"WAN 1
CenturyLink
500.0M x 500.0M
WAN 2
Digi
Cell..."
AZP 55,Secondary,Order Canceled,NaN,Cox Business/BOI,300.0M x 30.0M,AZP 55,Digi,Cell,,,Yes,"WAN 1
CenturyLink
500.0M x 500.0M
WAN 2
Digi
Cell..."
AZP 56,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,AZP 56,ComcastAgg,10.0M x 10.0M,,,Yes,"WAN 1
ComcastAgg
10.0M x 10.0M
WAN 2
Digi
Cell..."
AZP 56,Secondary,Order Canceled,NaN,EB2-Centurylink DSL,80.0M x 10.0M,AZP 56,Digi,Cell,,,Yes,"WAN 1
ComcastAgg
10.0M x 10.0M
WAN 2
Digi
Cell..."
AZP 57,Primary,Enabled,98.191.119.115,Cox Business/BOI,300.0M x 30.0M,AZP 57,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 57,Secondary,No Service Available,NaN,NSA,,AZP 57,VZW Cell,Cell,,,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 58,Primary,Enabled,72.194.165.206,Cox Business/BOI,300.0M x 30.0M,AZP 58,Cox Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZP 58,Secondary,No Service Available,NaN,NSA,,AZP 58,Digi,Cell,,,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZP 59,Primary,Enabled,70.175.31.234,Cox Business/BOI,300.0M x 30.0M,AZP 59,Cox Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 59,Secondary,No Service Available,NaN,NaN,,AZP 59,VZW Cell,Cell,,,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 60,Primary,Enabled,74.84.70.98,Mediacom/BOI,1000.0M x 30.0M,AZP 60,Mediacom Communications Corporation,1000.0M x 30.0M,Mediacom/BOI,1000.0M x 30.0M,Yes,"WAN 1
Mediacom Communications Corporation
1000.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 60,Secondary,Order Canceled,NaN,Cox Business/BOI,300.0M x 50.0M,AZP 60,VZW Cell,Cell,,,Yes,"WAN 1
Mediacom Communications Corporation
1000.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZP 61,Primary,Enabled,72.194.182.2,Cox Business/BOI,200.0M x 20.0M,AZP 61,Cox Communications,200.0M x 20.0M,Cox Business/BOI,200.0M x 20.0M,Yes,"WAN 1
Cox Communications
200.0M x 20.0M
WAN 2
Digi
Cell..."
AZP 61,Secondary,No Service Available,NaN,NSA,100.0M x 10.0M,AZP 61,Digi,Cell,,,Yes,"WAN 1
Cox Communications
200.0M x 20.0M
WAN 2
Digi
Cell..."
AZP 62,Primary,Enabled,174.79.57.162,Cox Business/BOI ,300.0M x 30.0M,AZP 62,Cox Business/BOI ,300.0M x 30.0M,Cox Business/BOI ,300.0M x 30.0M,Yes,"WAN 2
Digi
Cell..."
AZP 62,Secondary,Order Canceled,NaN,NaN,,AZP 62,Digi,Cell,,,Yes,"WAN 2
Digi
Cell..."
AZP 63,Primary,Order Placed,,Starlink,Satellite,AZP 63,Starlink,Satellite,,,Yes,"WAN 1
Starlink
Satellite
WAN 2
VZG Cell
Cell..."
AZP 63,Primary,No Service Available,nan,NSA,Spectrum,AZP 63,Starlink,Satellite,,,Yes,"WAN 1
Starlink
Satellite
WAN 2
VZG Cell
Cell..."
AZP 63,Secondary,Customer Action Required,NaN,Cox Business/BOI,Cox Business/BOI,AZP 63,VZG Cell,Cell,,,Yes,"WAN 1
Starlink
Satellite
WAN 2
VZG Cell
Cell..."
AZP 64,Primary,No Service Available,NaN,NSA,,AZP 64,Starlink,Satellite,,,Yes,"WAN 1
Starlink
Satellite
WAN 2
AT&T Cell
Cell..."
AZP 64,Secondary,Pending Scheduled Deployment,NaN,NaN,,AZP 64,AT&T Cell,Cell,,,Yes,"WAN 1
Starlink
Satellite
WAN 2
AT&T Cell
Cell..."
AZP 00,Primary,Enabled,174.71.173.226,Cox Business/BOI,500.0M x 35.0M,AZP_00,Cox Communications,300.0M x 30.0M,Cox Business/BOI,500.0M x 35.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZS 01,Primary,Enabled,98.190.144.243,Cox Business/BOI,300.0M x 30.0M,AZS 01,Cox Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZS 01,Secondary,Customer Contacted With Activation Date,NaN,Allo Fiber,500.0M x 500.0M,AZS 01,Digi,Cell,,,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZT 01,Primary,Enabled,72.194.173.124,Cox Business/BOI,300.0M x 30.0M,AZT 01,Cox Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZT 01,Secondary,No Service Available,NaN,NSA,,AZT 01,Digi,Cell,,,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
AZT 02,Primary,Enabled,68.98.215.100,Cox Business/BOI,300.0M x 30.0M,AZT 02,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
AZT 02,Secondary,Enabled,65.100.99.25,EB2-Centurylink DSL,100.0M x 10.0M,AZT 02,EB2-Centurylink DSL,100.0M x 10.0M,EB2-Centurylink DSL,100.0M x 10.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
AZT 03,Primary,Enabled,184.183.13.237,Cox Business/BOI,300.0M x 30.0M,AZT 03,Cox Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZT 03,Secondary,Order Canceled,NaN,NaN,,AZT 03,VZW Cell,Cell,,,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
AZT 06,Primary,Enabled,50.208.236.45,Comcast Workplace,750.0M x 35.0M,AZT 06,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
Digi
Cell..."
AZT 06,Secondary,Order Canceled,NaN,NaN,,AZT 06,Digi,Cell,,,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
Digi
Cell..."
AZT 07,Primary,Enabled,72.214.214.230,Cox Business,200.0M x 200.0M,AZT 07,Cox Communications,200.0M x 200.0M,Cox Business,200.0M x 200.0M,Yes,"WAN 1
Cox Communications
200.0M x 200.0M
WAN 2
Starlink
Satellite..."
AZT 07,Secondary,Order Canceled,NaN,NaN,,AZT 07,Starlink,Satellite,,,Yes,"WAN 1
Cox Communications
200.0M x 200.0M
WAN 2
Starlink
Satellite..."
AZT 09,Primary,Enabled,75.146.134.225,Comcast Workplace,750.0M x 35.0M,AZT 09,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 2
VZW Cell
Cell..."
AZT 09,Secondary,No Service Available,NaN,NSA,,AZT 09,VZW Cell,Cell,,,Yes,"WAN 2
VZW Cell
Cell..."
AZT 10,Primary,Enabled,98.190.145.73,Cox Business/BOI,300.0M x 30.0M,AZT 10,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 2
VZW Cell
Cell..."
AZT 10,Secondary,No Service Available,NaN,NSA,,AZT 10,VZW Cell,Cell,,,Yes,"WAN 2
VZW Cell
Cell..."
AZT 11,Primary,Enabled,50.248.113.137,Comcast Workplace,750.0M x 35.0M,AZT 11,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Verizon Business..."
AZT 11,Secondary,No Service Available,NaN,NSA,,AZT 11,Verizon Business,Cell,,,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Verizon Business..."
AZT 12,Primary,Enabled,98.164.141.100,Cox Business/BOI,300.0M x 30.0M,AZT 12,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
Lumen Qwest
100.0M x 10.0M..."
AZT 12,Secondary,Enabled,63.227.80.161,Lumen Qwest,100.0M x 10.0M,AZT 12,Lumen Qwest,100.0M x 10.0M,Lumen Qwest,100.0M x 10.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
Lumen Qwest
100.0M x 10.0M..."
AZT 13,Primary,Enabled,68.98.221.146,Cox Business/BOI,300.0M x 30.0M,AZT 13,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
GTT ESA2 ADSL
60.0M x 5.0M..."
AZT 13,Secondary,Enabled,67.41.31.9,GTT/ESA2 ADSL,60.0M x 5.0M,AZT 13,GTT ESA2 ADSL,12.0M x 1.0M,GTT/ESA2 ADSL,60.0M x 5.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
GTT ESA2 ADSL
60.0M x 5.0M..."
AZT 14,Primary,Enabled,68.14.243.158,Cox Business/BOI,300.0M x 30.0M,AZT 14,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business/BOI
300.0M x 30.0M
WAN 2
Login, Inc...."
AZT 14,Secondary,Enabled,204.17.35.54,Login,100.0M x 20.0M,AZT 14,"Login, Inc.",100.0M x 20.0M,Login,100.0M x 20.0M,Yes,"WAN 1
Cox Business/BOI
300.0M x 30.0M
WAN 2
Login, Inc...."
AZY 01,Primary,Enabled,74.62.234.182,Spectrum,750.0M x 35.0M,AZY 01,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Digi
Cell..."
AZY 01,Secondary,No Service Available,NaN,NSA,,AZY 01,Digi,Cell,,,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Digi
Cell..."
AZY 02,Primary,Enabled,76.79.115.26,Spectrum,750.0M x 35.0M,AZY 02,Allo Communications,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Allo Communications
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
AZY 02,Secondary,Enabled,170.64.15.200,Allo Communications,1000.0M x 1000.0M,AZY 02,Spectrum,1000.0M x 1000.0M,Allo Communications,1000.0M x 1000.0M,Yes,"WAN 1
Allo Communications
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
CAL 01,Primary,Enabled,76.83.31.54,Spectrum,750.0M x 35.0M,CAL 01,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
EB2-Frontier Fiber
500.0M x 500.0M..."
CAL 01,Secondary,Enabled,47.180.162.176,EB2-Frontier Fiber,500.0M x 500.0M,CAL 01,EB2-Frontier Fiber,500.0M x 500.0M,EB2-Frontier Fiber,500.0M x 500.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
EB2-Frontier Fiber
500.0M x 500.0M..."
CAL 02,Primary,Enabled,137.27.244.230,Spectrum,750.0M x 35.0M,CAL 02,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
Frontier MetroFiber
100.0M x 100.0M..."
